,date,日平均温度(C),日降雨量(毫米)
304,2020-10-31,18.388888888888886,0
305,2020-11-01,17.11111111111111,1.016
306,2020-11-02,17.11111111111111,0
307,2020-11-03,14.166666666666666,0
308,2020-11-04,15.055555555555555,0
309,2020-11-05,18.166666666666668,0
310,2020-11-06,16.88888888888889,0
311,2020-11-07,16.666666666666668,0
312,2020-11-08,14.666666666666666,0
313,2020-11-09,13.666666666666666,0
314,2020-11-10,14.000000000000002,0
315,2020-11-11,14.833333333333334,0
316,2020-11-12,15.277777777777779,0
317,2020-11-13,15.38888888888889,0
318,2020-11-14,15.61111111111111,0
319,2020-11-15,17.166666666666668,0
320,2020-11-16,18.277777777777782,0
321,2020-11-17,18.72222222222222,0.508
322,2020-11-18,22.555555555555554,16.002
323,2020-11-19,14.722222222222221,7.365999999999999
324,2020-11-20,13.666666666666666,0
325,2020-11-21,12.666666666666664,8.128
326,2020-11-22,7.666666666666665,5.588
327,2020-11-23,6.666666666666667,10.16
328,2020-11-24,7.000000000000001,3.302
329,2020-11-25,9.166666666666666,21.081999999999997
330,2020-11-26,8.11111111111111,2.032
331,2020-11-27,7.222222222222222,1.5239999999999998
332,2020-11-28,5.555555555555555,1.016
333,2020-11-29,6.388888888888889,0
334,2020-11-30,8.055555555555555,0
335,2020-12-01,8.944444444444445,0
336,2020-12-02,6.277777777777776,3.0479999999999996
337,2020-12-03,4.944444444444444,0.254
338,2020-12-04,4.055555555555554,0
339,2020-12-05,4.333333333333332,0
340,2020-12-06,8.38888888888889,0
341,2020-12-07,6.333333333333332,2.2859999999999996
342,2020-12-08,7.000000000000001,0.254
343,2020-12-09,8.499999999999998,0
344,2020-12-10,8.055555555555555,0.508
345,2020-12-11,7.88888888888889,0
346,2020-12-12,6.333333333333332,0
347,2020-12-13,5.444444444444443,3.302
348,2020-12-14,0.944444444444446,0
349,2020-12-15,1.6111111111111103,0
350,2020-12-16,2.7222222222222214,0
351,2020-12-17,5.055555555555556,0
352,2020-12-18,5,0
353,2020-12-19,3.611111111111111,0
354,2020-12-20,2.833333333333334,0
355,2020-12-21,2.999999999999999,0
356,2020-12-22,5.555555555555555,0
357,2020-12-23,5.777777777777777,0
358,2020-12-24,6.4444444444444455,0
359,2020-12-25,7.333333333333335,0
360,2020-12-26,9.611111111111109,0
361,2020-12-27,9.166666666666666,0
362,2020-12-28,10.833333333333334,0
363,2020-12-29,1.3333333333333326,10.921999999999999
364,2020-12-30,-4.833333333333333,0
365,2020-12-31,-3.3888888888888897,0
